# w mse
3.000000000000000000e+00 7.335170582879781132e-03
5.000000000000000000e+00 3.785280092540923950e-03
9.000000000000000000e+00 4.167000175568601021e-03
1.700000000000000000e+01 6.160315277931606090e-03
3.300000000000000000e+01 1.248271913193489159e-02
6.500000000000000000e+01 2.988278455588596824e-02
1.290000000000000000e+02 6.894540928735914953e-02
2.570000000000000000e+02 1.468882351600235003e-01
5.130000000000000000e+02 2.925504890142291980e-01
1.025000000000000000e+03 5.131554548143143490e-01
2.049000000000000000e+03 8.450926184747371561e-01
4.097000000000000000e+03 1.678192406223934174e+00
8.193000000000000000e+03 2.891260711900534464e+00
1.638500000000000000e+04 3.859973677396051794e+00
3.276900000000000000e+04 5.588789729543585771e+00
