# rg size
2.888147716080787930e+01 2.014000000000000000e+03
1.002165078462272163e+01 4.200000000000000000e+02
2.452176269265207864e+01 1.885000000000000000e+03
1.971961291327977861e+01 1.095000000000000000e+03
1.002143035292882800e+01 4.200000000000000000e+02
2.888774505604527576e+01 2.012000000000000000e+03
2.455693967279231060e+01 9.360000000000000000e+02
1.002147611396237536e+01 4.200000000000000000e+02
3.049896603841470366e+01 1.160000000000000000e+03
2.451910683067313457e+01 1.883000000000000000e+03
1.002130547224754231e+01 4.200000000000000000e+02
1.002135123385133930e+01 4.200000000000000000e+02
1.002113079556831821e+01 4.200000000000000000e+02
3.009717341089658493e+00 7.000000000000000000e+00
1.002117655796977402e+01 4.200000000000000000e+02
3.009809738466236784e+00 7.000000000000000000e+00
3.340851024425042937e+01 5.939000000000000000e+03
3.620433585666087595e+01 8.188000000000000000e+03
3.597459256711050557e+01 7.805000000000000000e+03
3.340843221058185719e+01 5.819000000000000000e+03
3.626538967405088698e+01 8.060000000000000000e+03
3.604466452839212565e+01 7.705000000000000000e+03
1.164906760026913846e+00 3.000000000000000000e+00
3.348052684601589846e+01 5.790000000000000000e+03
3.633220699660938635e+01 8.006000000000000000e+03
3.611039245538657383e+01 7.648000000000000000e+03
3.311353977329742548e+01 6.867000000000000000e+03
3.624740374349544680e+01 9.621000000000000000e+03
6.524268889470168808e+00 2.190000000000000000e+02
3.601126684591478977e+01 9.235000000000000000e+03
6.524774987681126959e+00 2.190000000000000000e+02
3.385940902945829833e+01 7.875000000000000000e+03
3.519821046447554380e+01 3.508000000000000000e+03
3.658900410025228922e+01 4.336000000000000000e+03
3.642826347136951881e+01 1.068900000000000000e+04
3.587228374132831732e+01 3.800000000000000000e+03
3.609945424124155977e+01 1.004100000000000000e+04
3.393189552015189037e+01 8.928000000000000000e+03
3.548569787411774001e+01 3.288000000000000000e+03
3.673342413017696373e+01 4.018000000000000000e+03
3.648013382712704100e+01 1.208800000000000000e+04
3.597280588207824081e+01 3.488000000000000000e+03
3.616693146642058565e+01 1.134900000000000000e+04
3.403348620112129908e+01 9.043000000000000000e+03
3.587064744701277874e+01 3.189000000000000000e+03
3.686101456667331888e+01 3.829000000000000000e+03
3.657499421457974620e+01 1.223300000000000000e+04
3.602591560995945486e+01 3.273000000000000000e+03
3.626088516762247593e+01 1.148100000000000000e+04
3.391433277279556080e+01 8.832000000000000000e+03
3.662955500044587609e+01 1.207200000000000000e+04
2.192467284101366332e+01 4.620000000000000000e+02
1.995162014754034985e+01 5.060000000000000000e+02
2.670273369127092522e+01 8.160000000000000000e+02
3.077647526464889083e+01 6.810000000000000000e+02
3.083736932366137395e+01 8.040000000000000000e+02
3.635318064521206338e+01 1.141600000000000000e+04
2.742860718567258616e+01 8.380000000000000000e+02
2.290476799194534152e+01 4.810000000000000000e+02
2.377998520573988728e+01 6.100000000000000000e+02
1.618925785528692485e+00 4.000000000000000000e+00
7.163153906161279227e-01 2.000000000000000000e+00
3.420964242238409270e+01 1.205800000000000000e+04
3.662311462497063275e+01 1.613400000000000000e+04
3.624861299794099523e+01 1.502400000000000000e+04
3.425127207828865039e+01 1.201900000000000000e+04
3.668384965550299626e+01 1.609700000000000000e+04
3.630879888697221247e+01 1.499800000000000000e+04
3.439426223326736931e+01 1.208900000000000000e+04
3.677982238573549267e+01 1.613900000000000000e+04
3.639762570693449106e+01 1.500900000000000000e+04
3.441233077222430126e+01 1.189300000000000000e+04
3.683324385738257689e+01 1.590700000000000000e+04
3.645278977713494584e+01 1.480900000000000000e+04
3.448730870062657061e+01 1.176900000000000000e+04
3.689496972742951897e+01 1.571800000000000000e+04
3.651007978718726577e+01 1.461500000000000000e+04
3.456896678230138065e+01 1.132400000000000000e+04
3.696922571331015916e+01 1.513500000000000000e+04
3.658183310133648547e+01 1.408400000000000000e+04
1.390582509092611163e+00 8.000000000000000000e+00
3.490252186392084610e+01 8.896000000000000000e+03
1.333171104774605986e+01 4.870000000000000000e+02
3.703452475102624675e+01 1.169500000000000000e+04
1.072826344545612542e+01 3.720000000000000000e+02
1.936624171965016572e+01 7.380000000000000000e+02
9.027033836373293596e+00 2.920000000000000000e+02
1.333166578715920458e+01 4.870000000000000000e+02
1.072824787887345366e+01 3.720000000000000000e+02
1.530528216335369507e+01 5.810000000000000000e+02
1.936634661012339720e+01 7.380000000000000000e+02
3.657867408395748754e+01 1.076100000000000000e+04
1.507735605629513742e+01 5.670000000000000000e+02
1.882002664222020627e+01 7.180000000000000000e+02
1.507739555477106919e+01 5.670000000000000000e+02
1.303096294594834959e+01 4.780000000000000000e+02
2.946134023473710339e+00 1.400000000000000000e+01
1.303093775783107766e+01 4.780000000000000000e+02
2.945822267310084008e+00 1.400000000000000000e+01
7.674742406106688231e-01 2.000000000000000000e+00
1.014267964459282112e+01 3.530000000000000000e+02
3.323491914132394953e+01 7.286000000000000000e+03
1.517389163464823199e+01 5.660000000000000000e+02
1.510607425112658220e+01 5.710000000000000000e+02
3.706950326663542228e+01 9.993000000000000000e+03
1.128692605659075809e+01 3.830000000000000000e+02
1.997949818020930834e+01 7.650000000000000000e+02
1.465481612142055035e+01 5.470000000000000000e+02
1.989948225933226311e+01 7.550000000000000000e+02
1.128969622098109227e+01 3.830000000000000000e+02
1.646228488742456619e+01 6.400000000000000000e+02
2.000497592650710388e+01 7.650000000000000000e+02
3.661892898986540246e+01 9.202000000000000000e+03
1.568198182487205550e+01 5.820000000000000000e+02
1.516356377115312526e+01 5.670000000000000000e+02
1.994115432781606501e+01 7.690000000000000000e+02
1.568410490298466797e+01 5.820000000000000000e+02
1.392335585133323406e+01 5.210000000000000000e+02
1.395578275041607164e+01 5.220000000000000000e+02
