# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
1.000028945677966519e-03 0.000000000000000000e+00
2.000057891355933037e-03 0.000000000000000000e+00
3.000086837033899556e-03 0.000000000000000000e+00
4.000115782711866075e-03 0.000000000000000000e+00
5.000144728389610549e-03 0.000000000000000000e+00
6.000173674067577068e-03 0.000000000000000000e+00
7.000202619745543586e-03 0.000000000000000000e+00
8.000231565423510105e-03 0.000000000000000000e+00
9.000260511101476624e-03 0.000000000000000000e+00
1.000028945677944314e-02 0.000000000000000000e+00
1.100031840245740966e-02 0.000000000000000000e+00
1.200034734813537618e-02 0.000000000000000000e+00
1.300037629381312065e-02 0.000000000000000000e+00
1.400040523949108717e-02 0.000000000000000000e+00
1.500043418516905369e-02 0.000000000000000000e+00
1.600046313084702021e-02 0.000000000000000000e+00
1.700049207652498673e-02 0.000000000000000000e+00
1.800052102220295325e-02 0.000000000000000000e+00
1.900054996788091977e-02 0.000000000000000000e+00
2.000057891355888628e-02 0.000000000000000000e+00
2.100060785923663076e-02 0.000000000000000000e+00
2.200063680491459728e-02 0.000000000000000000e+00
2.300066575059256380e-02 0.000000000000000000e+00
2.400069469627053032e-02 0.000000000000000000e+00
2.500072364194849683e-02 0.000000000000000000e+00
2.600075258762646335e-02 0.000000000000000000e+00
2.700078153330442987e-02 0.000000000000000000e+00
2.800081047898239639e-02 0.000000000000000000e+00
2.900083942466014086e-02 0.000000000000000000e+00
3.000086837033810738e-02 0.000000000000000000e+00
3.100089731601607390e-02 0.000000000000000000e+00
3.200092626169404042e-02 0.000000000000000000e+00
3.300095520737200694e-02 0.000000000000000000e+00
3.400098415304997346e-02 0.000000000000000000e+00
3.500101309872793998e-02 0.000000000000000000e+00
3.600104204440590649e-02 0.000000000000000000e+00
3.700107099008365097e-02 0.000000000000000000e+00
3.800109993576161749e-02 0.000000000000000000e+00
3.900112888143958401e-02 0.000000000000000000e+00
4.000115782711755053e-02 0.000000000000000000e+00
4.100118677279551704e-02 0.000000000000000000e+00
4.200121571847348356e-02 0.000000000000000000e+00
4.300124466415145008e-02 0.000000000000000000e+00
4.400127360982941660e-02 0.000000000000000000e+00
4.500130255550716107e-02 0.000000000000000000e+00
4.600133150118512759e-02 0.000000000000000000e+00
4.700136044686309411e-02 0.000000000000000000e+00
4.800138939254106063e-02 0.000000000000000000e+00
4.900141833821902715e-02 -1.515701628420194993e+02
5.000144728389699367e-02 0.000000000000000000e+00
5.100147622957496019e-02 0.000000000000000000e+00
5.200150517525292670e-02 0.000000000000000000e+00
5.300153412093089322e-02 0.000000000000000000e+00
5.400156306660863770e-02 0.000000000000000000e+00
5.500159201228660422e-02 0.000000000000000000e+00
5.600162095796457074e-02 0.000000000000000000e+00
5.700164990364253725e-02 0.000000000000000000e+00
