# w mse
3.000000000000000000e+00 5.077285695982021105e-03
5.000000000000000000e+00 1.465958005025666880e-02
9.000000000000000000e+00 4.322900966296244762e-02
1.700000000000000000e+01 1.140770276798939581e-01
3.300000000000000000e+01 2.875141191992451883e-01
6.500000000000000000e+01 7.672369748069893802e-01
1.290000000000000000e+02 1.983364433704947416e+00
2.570000000000000000e+02 4.416332192874915741e+00
5.130000000000000000e+02 9.239781889648343238e+00
1.025000000000000000e+03 1.738694248404029352e+01
2.049000000000000000e+03 1.967317928415706518e+01
4.097000000000000000e+03 1.826867993488247421e+01
8.193000000000000000e+03 2.206746930180135280e+01
