# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 8.739274051222373078e-05 -2.486899575160350651e-14 -2.842170943040400743e-13
2.000000000000000000e+00 2.825107253149553173e-04 -1.419102702016061812e-07 -3.814747230990178650e-06
4.000000000000000000e+00 2.417634924981881827e-04 -2.340667393241346872e-07 -6.292043451594508952e-06
6.000000000000000000e+00 8.511430145497991427e-05 -2.815160886626699721e-07 -7.567548436782089993e-06
8.000000000000000000e+00 1.117451004175650051e-04 -2.909991216881735454e-07 -7.822465249773813412e-06
1.000000000000000000e+01 1.601143285256857057e-04 -2.704117960661278630e-07 -7.269049092428758740e-06
1.200000000000000000e+01 7.142865764320845308e-05 -2.282036408729481991e-07 -6.134435807325644419e-06
1.400000000000000000e+01 7.067441948906680923e-05 -1.727866898448837674e-07 -4.644749679982851376e-06
1.600000000000000000e+01 1.871456496661962716e-04 -1.119934083249063406e-07 -3.010540439163378323e-06
1.800000000000000000e+01 1.247513653699342711e-04 -5.260646496196841326e-08 -1.414135937238825136e-06
2.000000000000000000e+01 1.952610613817469748e-04 1.279865102787880460e-11 3.435047801758628339e-10
2.200000000000000000e+01 1.260676610467982442e-04 4.215748994340628997e-08 1.133252681029262021e-06
2.400000000000000000e+01 3.138382248082079509e-04 7.183389172382703691e-08 1.930994528720475500e-06
2.600000000000000000e+01 1.006613226350692048e-04 8.863793432567490527e-08 2.382711727477726527e-06
2.800000000000000000e+01 1.433532756513822889e-04 9.348461205149760644e-08 2.512996303494219319e-06
3.000000000000000000e+01 2.017008910045192671e-04 8.825161224024213880e-08 2.372325695887411712e-06
3.200000000000000000e+01 1.791371881200471035e-04 7.540529978200538608e-08 2.026998714654837386e-06
3.400000000000000000e+01 7.268001885736238322e-05 5.765549815350823337e-08 1.549859518945595482e-06
3.600000000000000000e+01 2.254629199675488131e-04 3.766216138956224313e-08 1.012410479006575770e-06
3.800000000000000000e+01 2.176429977190775904e-04 1.780104419424333173e-08 4.785179044120013714e-07
4.000000000000000000e+01 1.875345210350341796e-04 -8.681055874149024021e-12 -2.338822469027945772e-10
4.200000000000000000e+01 1.817956121636422635e-04 -1.441015307079851482e-08 -3.873649347951868549e-07
4.400000000000000000e+01 1.656128159217939814e-04 -2.464155279824353784e-08 -6.623998558552557370e-07
4.600000000000000000e+01 8.192536422984989311e-05 -3.050057806319728115e-08 -8.198989576158055570e-07
4.800000000000000000e+01 1.563145188199928891e-04 -3.225414957341854461e-08 -8.670381248521152884e-07
5.000000000000000000e+01 1.177150233312713838e-04 -3.051699692946385767e-08 -8.203405172935163137e-07
5.200000000000000000e+01 8.830738777765604827e-05 -2.612243221733479004e-08 -7.022076715657021850e-07
5.400000000000000000e+01 9.183492137232246097e-05 -2.000129839530018216e-08 -5.376642775445361622e-07
