# w mse
3.000000000000000000e+00 3.447917280342023679e-04
5.000000000000000000e+00 1.328982546068757740e-03
9.000000000000000000e+00 4.919780969457501589e-03
1.700000000000000000e+01 1.726002191232252347e-02
3.300000000000000000e+01 6.022039273799231068e-02
6.500000000000000000e+01 2.174699434763514849e-01
1.290000000000000000e+02 7.851245610387882490e-01
2.570000000000000000e+02 2.761832002691067878e+00
5.130000000000000000e+02 8.522679526478505352e+00
1.025000000000000000e+03 1.809457023542911358e+01
2.049000000000000000e+03 2.612433906339648360e+01
