# w mse
3.000000000000000000e+00 2.510307721237766548e-02
5.000000000000000000e+00 6.288365073654192394e-02
9.000000000000000000e+00 1.599412614897424145e-01
1.700000000000000000e+01 3.607412090682031724e-01
3.300000000000000000e+01 7.534506384463306450e-01
6.500000000000000000e+01 1.526179929021601156e+00
1.290000000000000000e+02 3.015369489188371332e+00
2.570000000000000000e+02 5.633542237102516559e+00
5.130000000000000000e+02 1.066641077826467487e+01
1.025000000000000000e+03 1.833279281218442947e+01
2.049000000000000000e+03 2.075109838623388825e+01
4.097000000000000000e+03 2.264381253809517247e+01
