# w mse
3.000000000000000000e+00 8.517802916481333197e-03
5.000000000000000000e+00 1.963252217109358669e-02
9.000000000000000000e+00 5.028743288829621433e-02
1.700000000000000000e+01 1.209866636021800640e-01
3.300000000000000000e+01 2.929674025570064844e-01
6.500000000000000000e+01 7.142273792740699845e-01
1.290000000000000000e+02 1.588702363161424769e+00
2.570000000000000000e+02 3.337675300574227677e+00
5.130000000000000000e+02 6.929077624886796904e+00
1.025000000000000000e+03 1.407021770164366536e+01
2.049000000000000000e+03 2.530981451812960614e+01
4.097000000000000000e+03 3.178393246026881158e+01
8.193000000000000000e+03 3.570173691054047538e+01
