# w mse
3.000000000000000000e+00 1.710823444389242970e-02
5.000000000000000000e+00 3.541365448705952740e-02
9.000000000000000000e+00 8.407193831091605563e-02
1.700000000000000000e+01 1.938980890854317962e-01
3.300000000000000000e+01 4.228534892021496017e-01
6.500000000000000000e+01 8.871881743508190921e-01
1.290000000000000000e+02 1.800613770445041339e+00
2.570000000000000000e+02 3.571809261535551894e+00
5.130000000000000000e+02 7.042694073397202992e+00
1.025000000000000000e+03 1.321517101683821238e+01
2.049000000000000000e+03 2.149411775737231167e+01
4.097000000000000000e+03 2.754013668484189381e+01
8.193000000000000000e+03 3.061264288419702240e+01
