# w mse
3.000000000000000000e+00 5.327040139600483851e-03
5.000000000000000000e+00 1.502432359420318234e-02
9.000000000000000000e+00 4.535972538790380981e-02
1.700000000000000000e+01 1.213016324959700076e-01
3.300000000000000000e+01 3.007954278130648973e-01
6.500000000000000000e+01 8.198824556846910916e-01
1.290000000000000000e+02 1.944906170120910049e+00
2.570000000000000000e+02 4.060036447545024352e+00
5.130000000000000000e+02 7.478041080266960350e+00
1.025000000000000000e+03 1.229120838700009699e+01
2.049000000000000000e+03 2.015688584091605762e+01
4.097000000000000000e+03 2.565626049081282645e+01
8.193000000000000000e+03 2.741294199868331916e+01
