# w mse
3.000000000000000000e+00 1.314511450222904726e-03
5.000000000000000000e+00 5.225696480672138537e-03
9.000000000000000000e+00 2.062909771689537888e-02
1.700000000000000000e+01 8.004678620559158020e-02
3.300000000000000000e+01 3.043409683724876968e-01
6.500000000000000000e+01 1.113903733538524898e+00
1.290000000000000000e+02 3.808636742267462072e+00
2.570000000000000000e+02 1.236559826022901554e+01
5.130000000000000000e+02 3.338138067732797509e+01
1.025000000000000000e+03 5.292673172365671519e+01
2.049000000000000000e+03 5.979229137938475702e+01
