# w mse
3.000000000000000000e+00 5.920234389041248782e-03
5.000000000000000000e+00 4.078211410860623290e-03
9.000000000000000000e+00 6.623367697776698197e-03
1.700000000000000000e+01 1.480693153244072927e-02
3.300000000000000000e+01 3.904220987832728723e-02
6.500000000000000000e+01 1.071066373964963125e-01
1.290000000000000000e+02 2.747656016394000034e-01
2.570000000000000000e+02 6.288967114039785145e-01
5.130000000000000000e+02 1.306382584048906725e+00
1.025000000000000000e+03 2.846740034602734504e+00
2.049000000000000000e+03 6.209308444840422325e+00
4.097000000000000000e+03 8.384365762866943683e+00
8.193000000000000000e+03 7.917572052699847873e+00
1.638500000000000000e+04 1.019552463422917299e+01
