# w mse
3.000000000000000000e+00 3.094077023540207916e-02
5.000000000000000000e+00 7.870644565857275177e-02
9.000000000000000000e+00 2.037663144925737357e-01
1.700000000000000000e+01 4.628878846957053539e-01
3.300000000000000000e+01 9.771256850587145548e-01
6.500000000000000000e+01 1.978177471746010552e+00
1.290000000000000000e+02 3.838716839941718639e+00
2.570000000000000000e+02 7.156419905247695112e+00
5.130000000000000000e+02 1.318278042051977117e+01
1.025000000000000000e+03 1.985459633346077624e+01
2.049000000000000000e+03 2.069030080697885055e+01
4.097000000000000000e+03 2.407724861167470465e+01
