# w mse
3.000000000000000000e+00 5.390012849284495609e-03
5.000000000000000000e+00 6.804038841857604561e-03
9.000000000000000000e+00 1.295007949424052847e-02
1.700000000000000000e+01 2.952455042823803888e-02
3.300000000000000000e+01 7.257443073468394790e-02
6.500000000000000000e+01 1.785359118573360271e-01
1.290000000000000000e+02 4.187140370314110238e-01
2.570000000000000000e+02 8.506972916799899753e-01
5.130000000000000000e+02 1.529394237417028402e+00
1.025000000000000000e+03 2.451774419970557783e+00
2.049000000000000000e+03 3.955539904369183013e+00
4.097000000000000000e+03 4.671068662264896254e+00
8.193000000000000000e+03 7.145846937976985558e+00
