# w mse
3.000000000000000000e+00 9.716790649511814013e-04
5.000000000000000000e+00 3.446380933060115039e-03
9.000000000000000000e+00 1.226427801645012076e-02
1.700000000000000000e+01 4.436676808975544700e-02
3.300000000000000000e+01 1.507197118541434844e-01
6.500000000000000000e+01 4.122488326430297501e-01
1.290000000000000000e+02 9.642752218390197028e-01
2.570000000000000000e+02 2.463436049323806554e+00
5.130000000000000000e+02 6.492284550457687153e+00
1.025000000000000000e+03 1.465867694960678058e+01
2.049000000000000000e+03 2.211107643489322072e+01
4.097000000000000000e+03 2.396834832205160737e+01
8.193000000000000000e+03 2.990081420261367739e+01
