# w mse
3.000000000000000000e+00 5.101331966678241542e-03
5.000000000000000000e+00 1.314876761864353615e-02
9.000000000000000000e+00 3.607836059427945580e-02
1.700000000000000000e+01 9.634546177545078027e-02
3.300000000000000000e+01 2.862901331927118487e-01
6.500000000000000000e+01 7.914966513290480066e-01
1.290000000000000000e+02 1.896586794098265250e+00
2.570000000000000000e+02 3.924247155731404924e+00
5.130000000000000000e+02 7.641048100805595489e+00
1.025000000000000000e+03 1.432756294881934167e+01
2.049000000000000000e+03 2.150325266153169324e+01
4.097000000000000000e+03 2.281610703578953547e+01
8.193000000000000000e+03 2.490328904838957769e+01
