# w mse
3.000000000000000000e+00 3.660587196902312900e-04
5.000000000000000000e+00 1.408537347321374422e-03
9.000000000000000000e+00 5.203882095545265228e-03
1.700000000000000000e+01 1.819276378040310047e-02
3.300000000000000000e+01 6.326394142518931840e-02
6.500000000000000000e+01 2.278638736022613465e-01
1.290000000000000000e+02 8.253310531826546503e-01
2.570000000000000000e+02 2.919445315632709370e+00
5.130000000000000000e+02 9.024318045702772295e+00
1.025000000000000000e+03 1.899695509646927860e+01
2.049000000000000000e+03 2.705011362898382998e+01
