# w mse
3.000000000000000000e+00 5.281126407216896407e-04
5.000000000000000000e+00 1.358983370167580421e-03
9.000000000000000000e+00 2.699762688537012210e-03
1.700000000000000000e+01 4.468332896586066881e-03
3.300000000000000000e+01 9.348693602177235093e-03
6.500000000000000000e+01 2.501373454514930691e-02
1.290000000000000000e+02 7.446373442687327648e-02
2.570000000000000000e+02 2.467646042131328710e-01
5.130000000000000000e+02 7.684753374755919353e-01
1.025000000000000000e+03 1.998090848388715868e+00
2.049000000000000000e+03 3.884514962347203504e+00
4.097000000000000000e+03 6.160903593511600107e+00
8.193000000000000000e+03 1.028441233663671994e+01
