# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 8.229884755876428100e-04 -5.684341886080801487e-13 2.842170943040400743e-13
5.000000000000000000e-01 2.401998186546282744e-05 -6.454808954003965482e-08 -9.191380740958265960e-07
1.000000000000000000e+00 3.749306608617655290e-04 -1.238616960108629428e-07 -1.763714635671931319e-06
1.500000000000000000e+00 -2.215277644975184677e-04 -1.780069851520238444e-07 -2.534695170197664993e-06
2.000000000000000000e+00 6.856308738515425657e-04 -2.270643335577915423e-07 -3.233244001421553548e-06
2.500000000000000000e+00 1.342835735971271136e-04 -2.711306024139048532e-07 -3.860715764858468901e-06
3.000000000000000000e+00 -2.772581509271172199e-04 -3.103135668425238691e-07 -4.418655294102791231e-06
3.500000000000000000e+00 -1.867523012669014440e-05 -3.447345306994975545e-07 -4.908786820578825427e-06
4.000000000000000000e+00 5.453962904023540404e-04 -3.745262802112847567e-07 -5.333009994501480833e-06
4.500000000000000000e+00 2.514077378503137665e-07 -3.998343345301691443e-07 -5.693384707683435408e-06
5.000000000000000000e+00 1.022092418387355304e-04 -4.208126256344257854e-07 -5.992125352349830791e-06
5.500000000000000000e+00 5.455739504889777153e-04 -4.376316837806371041e-07 -6.231587860838772031e-06
6.000000000000000000e+00 -2.052713810172544025e-04 -4.504601065491442569e-07 -6.414257939013623400e-06
6.500000000000000000e+00 1.398363929514275894e-04 -4.594824076775694266e-07 -6.542737878589832690e-06
7.000000000000000000e+00 1.501504718245152395e-04 -4.648896947401226498e-07 -6.619733710522268666e-06
7.500000000000000000e+00 1.226199085023993137e-04 -4.668769406634964980e-07 -6.648041278367600171e-06
8.000000000000000000e+00 -4.148820247421627352e-05 -4.656475312003749423e-07 -6.630532766394026112e-06
8.500000000000000000e+00 1.206705069594595143e-04 -4.614068984665209427e-07 -6.570143511908099754e-06
9.000000000000000000e+00 -3.533812283915189643e-04 -4.543639988696668297e-07 -6.469857282809243770e-06
9.500000000000000000e+00 -2.724934303241174395e-06 -4.447323362910537980e-07 -6.332694795219140360e-06
1.000000000000000000e+01 7.885489835617200518e-04 -4.327225724409800023e-07 -6.161695694117952371e-06
1.050000000000000000e+01 2.935062792940338824e-04 -4.185512807453051209e-07 -5.959911788977478864e-06
1.100000000000000000e+01 -1.124985707183522900e-05 -4.024329882668098435e-07 -5.730388863867119653e-06
1.150000000000000000e+01 2.149002859897303436e-04 -3.845782430289546028e-07 -5.476158435158140492e-06
1.200000000000000000e+01 -6.461905586079615821e-05 -3.651999804787919857e-07 -5.200218822665192420e-06
1.250000000000000000e+01 -3.694404010651807001e-04 -3.445049969741376117e-07 -4.905531170606991509e-06
1.300000000000000000e+01 1.894191208782309514e-05 -3.226966782676754519e-07 -4.595002224050404038e-06
1.350000000000000000e+01 3.402790182171223357e-04 -2.999759090016596019e-07 -4.271477621387020918e-06
1.400000000000000000e+01 -1.863341453111856325e-04 -2.765375484159449115e-07 -3.937725239211431472e-06
1.450000000000000000e+01 4.939697892737982552e-04 -2.525702029743115418e-07 -3.596429166918824194e-06
1.500000000000000000e+01 3.131889640757185055e-04 -2.282522473251447082e-07 -3.250179020142240915e-06
1.550000000000000000e+01 -4.670550547861105099e-04 -2.037635340457200073e-07 -2.901461755300260847e-06
1.600000000000000000e+01 -2.960467356547398206e-04 -1.792672037481679581e-07 -2.552649334575107787e-06
1.650000000000000000e+01 3.555348975124769510e-04 -1.549210537632461637e-07 -2.205993098414182896e-06
1.700000000000000000e+01 4.453902721448695090e-04 -1.308768560193129815e-07 -1.863617114850057987e-06
1.750000000000000000e+01 5.265656340018285732e-04 -1.072736495189019479e-07 -1.527509255083714379e-06
1.800000000000000000e+01 2.833790534319828493e-04 -8.424035513598937541e-08 -1.199517726035992382e-06
1.850000000000000000e+01 4.266514354633782523e-04 -6.189441137394169345e-08 -8.813442491373280063e-07
1.900000000000000000e+01 -5.322654531609357243e-05 -4.034893663629190996e-08 -5.745409339397156145e-07
1.950000000000000000e+01 3.305057795970309546e-04 -1.969988261407706887e-08 -2.805066401379008312e-07
2.000000000000000000e+01 7.502867445223914029e-04 -3.399236447876319289e-11 -4.874323167314287275e-10
2.050000000000000000e+01 -2.155295958032280457e-04 1.856938069977331907e-08 2.644279675223515369e-07
2.100000000000000000e+01 -1.292334935317353099e-05 3.604816356528317556e-08 5.133040872351557482e-07
2.150000000000000000e+01 2.584223781637791676e-04 5.234426225797506049e-08 7.453606940543977544e-07
2.200000000000000000e+01 1.057234056752555341e-03 6.741652214259374887e-08 9.599672807780734729e-07
2.250000000000000000e+01 7.216431937435211202e-04 8.122833605739288032e-08 1.156643691047065658e-06
2.300000000000000000e+01 3.517308842796127181e-04 9.375719400850357488e-08 1.335050512807356426e-06
2.350000000000000000e+01 4.146931311586199301e-04 1.049901356964255683e-07 1.494988737249514088e-06
2.400000000000000000e+01 4.197499736277740751e-04 1.149196577898692340e-07 1.636391118609026307e-06
2.450000000000000000e+01 -2.641392659733551428e-04 1.235526951859355904e-07 1.759315921390225412e-06
2.500000000000000000e+01 9.593875694517630011e-04 1.308999344473704696e-07 1.863941747615172062e-06
2.550000000000000000e+01 6.296039041057760943e-04 1.369822939523146488e-07 1.950555088114924729e-06
2.600000000000000000e+01 7.568693125099857375e-04 1.418285364707116969e-07 2.019546911924408050e-06
2.650000000000000000e+01 3.839377185611935047e-04 1.454701532566105016e-07 2.071403116588044213e-06
2.700000000000000000e+01 4.840539695643704355e-04 1.479477305110776797e-07 2.106694239500939148e-06
2.750000000000000000e+01 9.680298647028935145e-05 1.493083345849299803e-07 2.126069773566996446e-06
2.800000000000000000e+01 4.860282745500543516e-04 1.496017603130894713e-07 2.130244808995485073e-06
2.850000000000000000e+01 4.721893700049800257e-04 1.488809857619344257e-07 2.119999180649756454e-06
2.900000000000000000e+01 1.231805660654644585e-03 1.472078565711854026e-07 2.096161210829450283e-06
2.950000000000000000e+01 4.413064592243018478e-04 1.446397845938918181e-07 2.059604469195619458e-06
3.000000000000000000e+01 6.843902137103070448e-04 1.412433903169585392e-07 2.011239587318414124e-06
3.050000000000000000e+01 -1.900551975700282177e-04 1.370838162984000519e-07 1.952002378402539762e-06
3.100000000000000000e+01 5.865001800208754839e-04 1.322281377724721096e-07 1.882850369838706683e-06
3.150000000000000000e+01 -3.607582807719793196e-04 1.267433162865927443e-07 1.804758142043283442e-06
3.200000000000000000e+01 8.056153861305835389e-04 1.206993829327984713e-07 1.718704027098283404e-06
3.250000000000000000e+01 1.718497595629255373e-04 1.141656866820994765e-07 1.625669426630338421e-06
3.300000000000000000e+01 5.273134394722526000e-04 1.072111217581550591e-07 1.526628523151885020e-06
3.350000000000000000e+01 8.881260498236473108e-05 9.990105809265514836e-08 1.422545608420477947e-06
3.400000000000000000e+01 3.429757648758188521e-04 9.230450359609676525e-08 1.314368830662715482e-06
3.450000000000000000e+01 2.764868136773336767e-04 8.448569133179262280e-08 1.203025192353379680e-06
3.500000000000000000e+01 5.083930143364959620e-04 7.650703537365188822e-08 1.089414809030131437e-06
3.550000000000000000e+01 1.816757828258348199e-04 6.843060873507056385e-08 9.744072713147033937e-07
3.600000000000000000e+01 6.986377315644429209e-04 6.031461907696211711e-08 8.588377227169985417e-07
