# w mse
3.000000000000000000e+00 1.048358057207147975e-02
5.000000000000000000e+00 7.867265057513082860e-03
9.000000000000000000e+00 8.805472639925177036e-03
1.700000000000000000e+01 1.401030658764505256e-02
3.300000000000000000e+01 2.790839014363516099e-02
6.500000000000000000e+01 5.964986754039759004e-02
1.290000000000000000e+02 1.324208827820247125e-01
2.570000000000000000e+02 2.856451332759590844e-01
5.130000000000000000e+02 5.446277963735393080e-01
1.025000000000000000e+03 1.013248302338282558e+00
2.049000000000000000e+03 1.991463439970492910e+00
4.097000000000000000e+03 3.379144930985868545e+00
8.193000000000000000e+03 5.639326684664085043e+00
1.638500000000000000e+04 7.173307079417499565e+00
