# w mse
3.000000000000000000e+00 3.536419390863710819e-04
5.000000000000000000e+00 1.360162479418709422e-03
9.000000000000000000e+00 5.019479234195864392e-03
1.700000000000000000e+01 1.762847939376006173e-02
3.300000000000000000e+01 6.217773780779744380e-02
6.500000000000000000e+01 2.258268012054412965e-01
1.290000000000000000e+02 8.168333201572829383e-01
2.570000000000000000e+02 2.872711734589387333e+00
5.130000000000000000e+02 8.857368066385646443e+00
1.025000000000000000e+03 1.849410729899714312e+01
2.049000000000000000e+03 2.633491429650555204e+01
